Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSONIG00000029790	-	LG15	-	14905360	14907960	0.000000	0.000000	0.000000
ENSONIG00000029208	rdh14b	LG15	-	14910218	14914014	1.806829	2.528370	2.854203
ENSONIG00000005870	rngtt	LG15	+	14922641	15052165	2.775429	9.879710	11.152918
ENSONIG00000036035	-	LG15	+	14928062	14928751	1.936709	2.710117	3.059371
ENSONIG00000005868	cnr1	LG15	+	15102638	15104047	0.000000	0.000000	0.000000
ENSONIG00000005866	akirin2	LG15	+	15108127	15114046	17.732773	26.463039	29.873352
ENSONIG00000005860	rars2	LG15	+	15115845	15124588	4.496675	7.844374	8.855285
ENSONIG00000005853	slc35a1	LG15	-	15123837	15131051	4.751915	6.665813	7.524842
ENSONIG00000035445	ypel5	LG15	-	15132981	15136067	8.574008	15.567411	17.573597
ENSONIG00000029473	PPP1CB	LG15	+	15160251	15168440	0.000000	0.000000	0.000000
ENSONIG00000005844	bpnt1	LG15	-	15170839	15176985	11.367627	18.421509	20.795504
ENSONIG00000005843	saysd1	LG15	-	15178251	15179642	7.440423	10.411690	11.753453
ENSONIG00000005840	grcc10	LG15	+	15179649	15184752	10.069536	14.090715	15.906598
ENSONIG00000005837	DLGAP2	LG15	+	15255097	15294912	0.000000	0.000000	0.000000
ENSONIG00000005820	PTPRK	LG15	-	15306786	15408310	0.000000	0.000000	0.000000
ENSONIG00000005802	LAMA2	LG15	+	15467976	15671587	0.499030	3.554193	4.012226
ENSONIG00000005796	rgs6	LG15	-	15674995	15775235	0.000000	0.000000	0.000000
ENSONIG00000039079	-	LG15	+	15735991	15736408	0.000000	0.000000	0.000000
ENSONIG00000005784	sipa1l1	LG15	-	15788557	15875376	0.000000	0.000000	0.000000
ENSONIG00000005776	fntb	LG15	+	15914080	15937087	4.101441	12.580151	14.201364
ENSONIG00000005773	max	LG15	-	15940813	15954791	31.024324	49.911407	56.343533
ENSONIG00000005766	SLC10A1	LG15	+	15962989	16025309	0.000000	0.000000	0.000000
ENSONIG00000005759	srsf5b	LG15	-	16051573	16056849	15.682702	21.945450	24.773579
ENSONIG00000005758	susd6	LG15	-	16057483	16089276	17.726458	24.805363	28.002050
ENSONIG00000005757	acot22	LG15	+	16088616	16095882	3.462258	4.844880	5.469244
ENSONIG00000005754	gpr176	LG15	+	16098221	16110650	1.057971	1.480462	1.671251
ENSONIG00000005747	thbs1	LG15	-	16187046	16197542	15.571969	30.379787	34.294857
ENSONIG00000005745	katnbl1	LG15	+	16344998	16349771	8.642379	12.093637	13.652153
ENSONIG00000005743	emc7b	LG15	+	16349701	16484418	28.883986	64.029350	72.280869
ENSONIG00000021412	chrm5	LG15	-	16359806	16361338	0.000000	0.000000	0.000000
ENSONIG00000005741	aven	LG15	+	16361949	16399295	4.189094	5.861972	6.617409
ENSONIG00000005692	RYR3	LG15	-	16400122	16495125	0.000000	0.000000	0.000000
ENSONIG00000005690	FMN1	LG15	+	16523216	16535167	0.000000	0.000000	0.000000
ENSONIG00000021411	GREM1	LG15	-	16543939	16544811	22.205345	31.072853	35.077240
ENSONIG00000005685	SCG5	LG15	-	16545332	16549908	1.825217	3.947873	4.456639
ENSONIG00000012129	-	LG15	-	16554423	16558846	0.000000	0.000000	0.000000
ENSONIG00000005667	-	LG15	-	16591360	16610914	1.903876	3.408637	3.847911
ENSONIG00000005663	clu	LG15	+	16618682	16628001	17.358681	24.290716	27.421080
ENSONIG00000005660	reps1	LG15	-	16631304	16648371	3.355920	4.762481	5.376226
ENSONIG00000005653	heca	LG15	+	16651232	16669940	4.753284	42.888439	48.415508
ENSONIG00000005651	mtif3	LG15	-	16671649	16674281	9.866667	13.806833	15.586131
ENSONIG00000037288	-	LG15	+	16679252	16683571	0.000000	0.000000	0.000000
ENSONIG00000005650	knstrn	LG15	-	16691037	16694094	2.711274	4.536671	5.121315
ENSONIG00000005647	-	LG15	+	16694266	16706893	0.000000	0.000000	0.000000
ENSONIG00000005646	nudt14	LG15	+	16720561	16746982	1.095878	1.950737	2.202131
ENSONIG00000005636	jag2b	LG15	+	16761003	16804011	3.475908	6.565333	7.411414
ENSONIG00000005633	esr2a	LG15	+	16849711	16864539	0.000000	0.000000	0.000000
ENSONIG00000005623	-	LG15	-	16868520	16879150	15.712728	21.987465	24.821011
ENSONIG00000040130	-	LG15	-	16925055	16931554	0.000000	0.000000	0.000000
ENSONIG00000035166	-	LG15	+	16956646	16957550	88.413383	123.720482	139.664444
ENSONIG00000005617	GAREM2	LG15	+	16959496	16974001	0.000000	0.000000	0.000000
ENSONIG00000005605	hadhaa	LG15	-	16976099	16985056	0.000000	0.000000	0.000000
ENSONIG00000005593	hadhb	LG15	+	16985313	16993301	46.377766	71.869171	81.131020
ENSONIG00000005579	map3k5	LG15	+	17211072	17295938	11.882303	27.218346	30.725994
ENSONIG00000029607	-	LG15	-	17286216	17288495	0.000000	0.000000	0.000000
ENSONIG00000005575	lrp11	LG15	+	17297445	17306351	0.000000	0.000000	0.000000
ENSONIG00000005572	pcmt	LG15	-	17310240	17318784	24.081524	36.475883	41.176563
ENSONIG00000005570	nup43	LG15	+	17319614	17323800	8.062128	11.281668	12.735545
ENSONIG00000005566	lats1	LG15	+	17325501	17333167	0.000000	0.000000	0.000000
ENSONIG00000028151	rab10	LG15	-	17339015	17356780	52.783855	106.789894	120.552002
ENSONIG00000005560	KIF3C	LG15	+	17361353	17386835	4.057017	5.677151	6.408770
ENSONIG00000005558	-	LG15	-	17394033	17400127	0.000000	0.000000	0.000000
ENSONIG00000005550	dtnba	LG15	+	17405841	17449422	2.470327	4.545520	5.131305
ENSONIG00000005542	dnmt3aa	LG15	+	17468788	17553402	0.000000	0.000000	0.000000
ENSONIG00000005535	dpysl5b	LG15	+	17573155	17589261	0.000000	0.000000	0.000000
ENSONIG00000005534	mapre3b	LG15	+	17593777	17607685	8.574074	16.709461	18.862823
ENSONIG00000005531	tmem214	LG15	+	17610015	17623662	16.256981	25.275599	28.532887
ENSONIG00000018299	-	LG15	-	17848523	17932541	0.000000	0.000000	0.000000
ENSONIG00000038526	-	LG15	-	18132840	18133442	0.000000	0.000000	0.000000
ENSONIG00000031739	TP5	LG15	-	18141336	18143407	0.000000	0.000000	0.000000
ENSONIG00000018302	-	LG15	-	18157631	18159001	0.000000	0.000000	0.000000
ENSONIG00000018303	-	LG15	-	18166809	18169198	40.894020	61.213779	69.102448
ENSONIG00000035130	-	LG15	-	18175426	18176255	18.219513	25.495316	28.780914
ENSONIG00000041740	-	LG15	-	18192171	18193020	306.259827	428.561981	483.791138
ENSONIG00000018304	GNPAT	LG15	-	18345379	18355291	1.166834	2.449961	2.765689
ENSONIG00000018305	zgc:194224	LG15	+	18355211	18361573	1.699109	2.377633	2.684041
ENSONIG00000018308	exoc8	LG15	-	18418397	18422454	7.461912	10.441761	11.787398
ENSONIG00000018309	sprtn	LG15	+	18423336	18426999	2.457043	6.056180	6.836646
ENSONIG00000018311	FAM89A	LG15	+	18435611	18438491	0.000000	0.000000	0.000000
ENSONIG00000040517	-	LG15	+	18448051	18449202	0.000000	0.000000	0.000000
ENSONIG00000018312	arv1	LG15	-	18455104	18460054	3.190160	4.464122	5.039417
ENSONIG00000018313	ttc13	LG15	+	18461585	18484397	0.000000	0.000000	0.000000
ENSONIG00000029832	-	LG15	-	18474393	18476075	0.000000	0.000000	0.000000
ENSONIG00000026416	-	LG15	+	18488876	18492634	0.000000	0.000000	0.000000
ENSONIG00000040480	-	LG15	+	18491200	18494880	0.000000	0.000000	0.000000
ENSONIG00000033732	-	LG15	-	18496392	18499328	0.000000	0.000000	0.000000
ENSONIG00000018315	si:ch73-111k22.2	LG15	-	18507968	18512907	14.220635	22.187256	25.046547
ENSONIG00000031359	gja11	LG15	-	18524387	18527026	0.000000	0.000000	0.000000
ENSONIG00000018318	hsdl1	LG15	-	18530288	18533128	4.421930	6.187788	6.985214
ENSONIG00000018319	tbc1d32	LG15	+	18534303	18622770	0.000000	0.000000	0.000000
ENSONIG00000037105	-	LG15	-	18628126	18629190	0.000000	0.000000	0.000000
ENSONIG00000018320	MAN1A1	LG15	+	18873472	19020507	0.000000	0.000000	0.000000
ENSONIG00000031587	ccdc25	LG15	-	19139639	19143645	10.653127	14.907358	16.828482
ENSONIG00000004013	esco2	LG15	+	19145042	19152741	2.041420	2.856643	3.224781
ENSONIG00000004010	pbk	LG15	-	19150884	19161572	4.814215	7.186857	8.113032
ENSONIG00000015718	FAM184A	LG15	+	19260409	19452932	0.000000	0.000000	0.000000
ENSONIG00000015722	ptrhd1	LG15	+	19454696	19456130	26.863281	37.590897	42.435265
ENSONIG00000015724	-	LG15	+	19461976	19535715	0.000000	0.000000	0.000000
ENSONIG00000035524	oni-mir-10828	LG15	+	19470858	19470918	0.000000	0.000000	0.000000
ENSONIG00000015729	unc93a	LG15	-	19544635	19553967	0.000000	0.000000	0.000000
ENSONIG00000015733	AFDN	LG15	+	19602106	19717286	1.680002	6.927738	7.820521
ENSONIG00000015743	vgll2a	LG15	+	19803411	19812038	0.000000	0.000000	0.000000
ENSONIG00000038633	-	LG15	-	19807746	19810644	0.000000	0.000000	0.000000
ENSONIG00000037127	plg	LG15	+	19849639	19956663	0.000000	0.000000	0.000000
ENSONIG00000036592	-	LG15	+	19930507	19932353	0.000000	0.000000	0.000000
ENSONIG00000031387	slc22a2	LG15	-	19956071	19964916	0.000000	0.000000	0.000000
ENSONIG00000029839	plg	LG15	+	19967898	19980509	0.000000	0.000000	0.000000
ENSONIG00000015751	slc22a2	LG15	-	19980496	19987951	0.000000	0.000000	0.000000
ENSONIG00000015757	igf2r	LG15	-	19989938	20038198	3.043799	5.250105	5.926691
ENSONIG00000015768	-	LG15	+	20041600	20046431	0.000000	0.000000	0.000000
ENSONIG00000015769	ttll2	LG15	+	20045983	20053450	0.000000	0.000000	0.000000
ENSONIG00000015770	-	LG15	+	20081716	20083269	5.364193	7.506336	8.473683
ENSONIG00000015773	msraa	LG15	-	20118987	20172557	8.316914	12.623181	14.249941
ENSONIG00000020653	-	LG15	+	20188361	20189749	0.000000	0.000000	0.000000
ENSONIG00000015776	ift172	LG15	-	20191523	20244300	0.838642	1.403627	1.584514
ENSONIG00000015784	cad	LG15	+	20245709	20270562	1.165059	2.228807	2.516036
ENSONIG00000036495	-	LG15	+	20296043	20297262	0.000000	0.000000	0.000000
ENSONIG00000039644	5S_rRNA	LG15	+	20296388	20296506	0.000000	0.000000	0.000000
ENSONIG00000029995	-	LG15	+	20331567	20365316	0.000000	0.000000	0.000000
ENSONIG00000029980	5S_rRNA	LG15	+	20390664	20390782	0.000000	0.000000	0.000000
ENSONIG00000037574	-	LG15	+	20419106	20437615	0.000000	0.000000	0.000000
ENSONIG00000036678	-	LG15	-	20445104	20447608	0.000000	0.000000	0.000000
ENSONIG00000040933	-	LG15	-	20447252	20447882	0.000000	0.000000	0.000000
ENSONIG00000033451	-	LG15	-	20523538	20528417	0.000000	0.000000	0.000000
ENSONIG00000032803	-	LG15	-	20615390	20621491	0.000000	0.000000	0.000000
ENSONIG00000028051	-	LG15	-	20626374	20626829	5.646930	7.901982	8.920317
ENSONIG00000039139	crip2l	LG15	-	20632332	20642556	0.000000	0.000000	0.000000
ENSONIG00000031094	-	LG15	+	20663939	20667469	0.000000	0.000000	0.000000
ENSONIG00000031905	-	LG15	+	20676917	20683809	0.000000	0.000000	0.000000
ENSONIG00000029066	-	LG15	-	20678875	20698503	0.000000	0.000000	0.000000
ENSONIG00000033035	-	LG15	+	20686865	20752410	0.000000	0.000000	0.000000
ENSONIG00000031909	-	LG15	+	20697071	20698503	0.000000	0.000000	0.000000
ENSONIG00000029198	-	LG15	+	20702088	20808239	0.000000	0.000000	0.000000
ENSONIG00000030741	-	LG15	+	20733294	20736633	0.000000	0.000000	0.000000
ENSONIG00000037431	-	LG15	+	20762634	20765942	0.000000	0.000000	0.000000
ENSONIG00000027507	-	LG15	+	20785952	20787273	0.000000	0.000000	0.000000
ENSONIG00000040182	-	LG15	-	20808712	20820256	0.000000	0.000000	0.000000
ENSONIG00000032451	-	LG15	+	20818729	20830028	0.238584	1.663749	1.878158
ENSONIG00000040772	fabp7b	LG15	+	20834938	20836665	0.000000	0.000000	0.000000
ENSONIG00000020205	smpdl3a	LG15	+	20838584	20848107	6.334079	8.863538	10.005789
ENSONIG00000039654	-	LG15	+	20855003	20856430	0.000000	0.000000	0.000000
ENSONIG00000038054	-	LG15	-	20918303	20947228	0.000000	0.000000	0.000000
ENSONIG00000024443	-	LG15	-	20951651	20958551	2.748858	4.302010	4.856413
ENSONIG00000036207	-	LG15	-	20967310	20972589	1.964497	2.749002	3.103268
ENSONIG00000024682	-	LG15	-	20978590	20983009	1.252787	1.839044	2.076043
ENSONIG00000035798	-	LG15	+	21000520	21046548	0.000000	0.000000	0.000000
ENSONIG00000040215	-	LG15	-	21055649	21071284	0.000000	0.000000	0.000000
ENSONIG00000031306	-	LG15	-	21064600	21069445	0.000000	0.000000	0.000000
ENSONIG00000028866	-	LG15	+	21075897	21080815	0.000000	0.000000	0.000000
ENSONIG00000026828	-	LG15	-	21124457	21146663	0.000000	0.000000	0.000000
ENSONIG00000030737	-	LG15	+	21153632	21156345	0.000000	0.000000	0.000000
ENSONIG00000035389	-	LG15	+	21296665	21300550	1.083805	1.516613	1.712060
ENSONIG00000032084	-	LG15	+	21303274	21305055	0.000000	0.000000	0.000000
ENSONIG00000027498	-	LG15	-	21340422	21361789	0.000000	0.000000	0.000000
ENSONIG00000025007	-	LG15	-	21346419	21400766	0.000000	0.000000	0.000000
ENSONIG00000041046	-	LG15	-	21373101	21374616	0.000000	0.000000	0.000000
ENSONIG00000037094	-	LG15	+	21407183	21408394	0.000000	0.000000	0.000000
ENSONIG00000036666	-	LG15	-	21423472	21425722	0.000000	0.000000	0.000000
ENSONIG00000040522	-	LG15	-	21425793	21436288	0.000000	0.000000	0.000000
ENSONIG00000010556	gtf3c2	LG15	+	21444637	21480551	1.114861	1.561521	1.762755
ENSONIG00000010554	slc30a2	LG15	-	21476990	21493360	0.000000	0.000000	0.000000
ENSONIG00000010549	-	LG15	+	21495716	21522786	2.336907	7.337923	8.283566
ENSONIG00000010545	mpv17	LG15	+	21525775	21541509	3.636997	5.320477	6.006131
ENSONIG00000021297	uts1	LG15	+	21544573	21545019	0.000000	0.000000	0.000000
ENSONIG00000010538	dnajc5ga	LG15	-	21580070	21596338	0.000000	0.000000	0.000000
ENSONIG00000041425	-	LG15	+	21648639	21651493	0.000000	0.000000	0.000000
ENSONIG00000020206	-	LG15	+	21653440	21747092	0.000000	0.000000	0.000000
ENSONIG00000032304	-	LG15	+	21773039	21776699	0.000000	0.000000	0.000000
ENSONIG00000035358	-	LG15	+	21779462	21943069	0.000000	0.000000	0.000000
ENSONIG00000000508	-	LG15	+	21787223	22032260	0.000000	0.000000	0.000000
ENSONIG00000008913	-	LG15	+	21826688	21863079	0.000000	0.000000	0.000000
ENSONIG00000020208	-	LG15	+	21933958	21934739	0.000000	0.000000	0.000000
ENSONIG00000027677	-	LG15	+	21957979	21958403	0.000000	0.000000	0.000000
ENSONIG00000027785	-	LG15	+	22036809	22039091	0.000000	0.000000	0.000000
ENSONIG00000018655	btbd9	LG15	+	22042329	22050006	2.547567	4.336838	4.895730
ENSONIG00000018658	ZFAND3	LG15	+	22053702	22064383	7.650206	11.046179	12.469709
ENSONIG00000018660	galnt14	LG15	+	22071655	22267799	0.529137	1.682337	1.899141
ENSONIG00000018662	angel2	LG15	+	22275056	22282829	4.499395	6.296189	7.107584
ENSONIG00000018664	vash2	LG15	-	22294590	22319180	0.000000	0.000000	0.000000
ENSONIG00000018666	-	LG15	-	22319513	22414675	0.000000	0.000000	0.000000
ENSONIG00000018668	-	LG15	+	22384328	22425192	0.000000	0.000000	0.000000
ENSONIG00000018682	-	LG15	-	22417527	22420579	0.000000	0.000000	0.000000
ENSONIG00000034941	-	LG15	-	22468797	22479079	0.000000	0.000000	0.000000
ENSONIG00000018683	flvcr1	LG15	-	22507752	22519622	0.000000	0.000000	0.000000
ENSONIG00000018685	tatdn3	LG15	-	22523465	22529532	2.230193	3.120801	3.522981
ENSONIG00000028908	nsl1	LG15	+	22529607	22534344	2.824311	3.952175	4.461494
ENSONIG00000035818	batf3	LG15	+	22535621	22537960	1.351449	1.891138	2.134851
ENSONIG00000041194	atf3	LG15	-	22558631	22569280	12.202917	17.076044	19.276648
ENSONIG00000038746	pex3	LG15	-	22610807	22659712	2.401005	16.142733	18.223059
ENSONIG00000037017	-	LG15	+	22618689	22621937	3.898026	5.454668	6.157616
ENSONIG00000018691	hivep2a	LG15	+	22733261	22794574	1.795035	2.511866	2.835573
ENSONIG00000042013	-	LG15	-	22819497	22837563	0.000000	0.000000	0.000000
ENSONIG00000033404	-	LG15	+	22825370	22838414	0.000000	0.000000	0.000000
ENSONIG00000018693	e2f6	LG15	-	22845287	22851596	7.882088	11.029730	12.451140
ENSONIG00000018697	rnaseh1	LG15	-	22988813	22993761	14.178189	19.840124	22.396936
ENSONIG00000018698	rps7	LG15	+	22995189	23040263	1081.767334	4208.135742	4750.441406
ENSONIG00000027118	SNORA73	LG15	+	22997350	22997567	0.000000	0.000000	0.000000
ENSONIG00000027704	SNORA73	LG15	+	22998128	22998345	0.000000	0.000000	0.000000
ENSONIG00000035547	SNORA73	LG15	+	22999323	22999540	0.000000	0.000000	0.000000
ENSONIG00000033992	SNORA73	LG15	+	23000751	23000968	0.000000	0.000000	0.000000
ENSONIG00000032626	-	LG15	-	23002712	23012637	2.542420	3.864084	4.362051
ENSONIG00000018699	-	LG15	-	23023406	23064264	0.000000	0.000000	0.000000
ENSONIG00000018702	PRKD3	LG15	+	23073047	23124130	1.528126	4.806965	5.426443
ENSONIG00000018707	ndufaf7	LG15	-	23126984	23137504	7.372626	10.643865	12.015548
ENSONIG00000018713	cebpz	LG15	+	23138632	23147108	2.817620	3.942811	4.450925
ENSONIG00000042051	CEBPZOS	LG15	-	23149313	23150405	4.819307	6.743855	7.612941
ENSONIG00000018714	-	LG15	+	23156174	23160265	0.000000	0.000000	0.000000
ENSONIG00000029824	-	LG15	+	23178894	23201885	0.183825	1.889111	2.132562
ENSONIG00000018717	-	LG15	-	23231326	23242841	12.315645	29.808226	33.649635
ENSONIG00000018720	xrn2	LG15	-	23290964	23320433	6.444735	17.394831	19.636517
ENSONIG00000036395	-	LG15	-	23334810	23340336	0.000000	0.000000	0.000000
ENSONIG00000021258	insm1a	LG15	-	23392283	23393626	0.000000	0.000000	0.000000
ENSONIG00000018725	CFAP61	LG15	-	23399232	23436792	0.000000	0.000000	0.000000
ENSONIG00000018728	crnkl1	LG15	+	23436683	23445501	15.025605	26.676350	30.114155
ENSONIG00000018731	naa20	LG15	-	23444717	23447959	7.502335	21.069860	23.785151
ENSONIG00000018733	COL12A1	LG15	+	23458654	23601086	1.999921	6.304494	7.116959
ENSONIG00000018739	-	LG15	-	23781363	23821665	0.000000	0.000000	0.000000
ENSONIG00000034698	-	LG15	+	23806775	23808254	0.000000	0.000000	0.000000
ENSONIG00000018741	COX7A2	LG15	-	23831092	23835844	299.471100	419.062256	473.067139
ENSONIG00000018743	tmem30ab	LG15	-	23839062	23842490	9.707493	13.584093	15.334688
ENSONIG00000018745	FILIP1	LG15	-	23843780	23896122	1.663039	2.543019	2.870739
ENSONIG00000018746	SENP6	LG15	+	23905407	23931863	7.598433	10.632799	12.003057
ENSONIG00000018748	-	LG15	+	23937671	24077042	0.518545	1.488948	1.680830
ENSONIG00000018757	nt5e	LG15	+	24359547	24370137	7.108389	13.768337	15.542674
ENSONIG00000018763	snx14	LG15	-	24363422	24420448	4.105020	14.627818	16.512917
ENSONIG00000031790	-	LG15	+	24380298	24381383	0.000000	0.000000	0.000000
ENSONIG00000032992	-	LG15	+	24383420	24387562	0.000000	0.000000	0.000000
ENSONIG00000031072	-	LG15	+	24421584	24423065	10.483636	14.670183	16.560741
ENSONIG00000030265	syncrip	LG15	-	24424546	24432110	11.892165	20.810520	23.492388
ENSONIG00000018770	-	LG15	+	24431076	24444443	1.707806	3.406376	3.845358
ENSONIG00000018771	GLO1	LG15	+	24447731	24449968	9.474719	16.270786	18.367615
ENSONIG00000018772	hey2	LG15	-	24452289	24460258	1.942121	2.717690	3.067921
ENSONIG00000028681	-	LG15	-	24473446	24483730	0.000000	0.000000	0.000000
ENSONIG00000018773	SLC35D3	LG15	+	24488040	24541800	0.519606	3.078387	3.475101
ENSONIG00000018776	txlnb	LG15	-	24569323	24578922	1.470248	2.115761	2.388420
ENSONIG00000018781	GJE1	LG15	+	24788954	24792917	0.000000	0.000000	0.000000
ENSONIG00000018782	vta1	LG15	+	24801503	24859391	17.087276	23.910929	26.992350
ENSONIG00000018784	adgrg6	LG15	+	24865252	24976298	4.805404	6.774325	7.647338
ENSONIG00000007342	-	LG15	+	25040056	25084552	0.000000	0.000000	0.000000
ENSONIG00000030951	-	LG15	+	25085356	25085702	3.410256	4.772111	5.387097
ENSONIG00000027663	-	LG15	+	25090388	25096471	0.976381	1.784777	2.014783
ENSONIG00000033496	-	LG15	+	25097155	25124126	0.000000	0.000000	0.000000
ENSONIG00000018786	-	LG15	+	25124147	25141687	1.262107	2.974134	3.357414
ENSONIG00000018790	-	LG15	+	25193530	25197406	0.000000	0.000000	0.000000
ENSONIG00000018791	arid1b	LG15	+	25203444	25235544	4.554902	6.650986	7.508104
ENSONIG00000035750	tmem242	LG15	-	25236741	25242468	7.891736	11.043231	12.466381
ENSONIG00000018796	zdhhc14	LG15	+	25243492	25257431	0.000000	0.000000	0.000000
ENSONIG00000018798	RRM2	LG15	+	25268620	25272413	6.499072	12.734065	14.375114
ENSONIG00000034084	-	LG15	+	25271784	25271918	0.000000	0.000000	0.000000
ENSONIG00000018802	-	LG15	+	25278295	25283721	41.336819	57.844311	65.298759
ENSONIG00000018804	RRM2	LG15	-	25283996	25287817	8.726321	15.007216	16.941208
ENSONIG00000037976	-	LG15	-	25284489	25284624	0.000000	0.000000	0.000000
ENSONIG00000018808	klf11a	LG15	-	25294156	25298527	37.137680	51.968281	58.665478
ENSONIG00000029485	oni-mir-10794	LG15	-	25300708	25300765	0.000000	0.000000	0.000000
ENSONIG00000018809	taf1b	LG15	-	25312939	25319344	1.508747	2.111252	2.383331
ENSONIG00000018811	ADAM17	LG15	+	25320765	25328010	3.988287	7.390894	8.343366
ENSONIG00000018812	cpsf3	LG15	-	25327091	25337830	11.590158	27.329439	30.851408
ENSONIG00000018817	asap2b	LG15	-	25338874	25360058	15.571844	32.829029	37.059734
ENSONIG00000018821	-	LG15	+	25378783	25407537	0.000000	0.000000	0.000000
ENSONIG00000018820	-	LG15	+	25379176	25389841	4.595671	6.430912	7.259668
ENSONIG00000027508	-	LG15	+	25470820	25472121	0.000000	0.000000	0.000000
ENSONIG00000018825	kidins220b	LG15	-	25483130	25505705	5.080953	7.307456	8.249174
ENSONIG00000018827	mboat2b	LG15	-	25510938	25522473	0.000000	0.000000	0.000000
ENSONIG00000018830	cep43	LG15	+	25522793	25540844	4.346610	12.165179	13.732916
ENSONIG00000033627	-	LG15	-	25537347	25538495	0.000000	0.000000	0.000000
ENSONIG00000039691	ccr6a	LG15	+	25540821	25598252	0.000000	0.000000	0.000000
ENSONIG00000040677	-	LG15	-	25641426	25642916	2.849462	3.987370	4.501225
ENSONIG00000018832	KIF26A	LG15	-	25653784	25677540	0.000000	0.000000	0.000000
ENSONIG00000036629	-	LG15	+	25714065	25715087	0.000000	0.000000	0.000000
ENSONIG00000033893	-	LG15	-	25716197	25717213	0.000000	0.000000	0.000000
ENSONIG00000018834	PLEKHG3	LG15	-	25727570	25752012	16.319168	23.355909	26.365805
ENSONIG00000018836	spint1b	LG15	-	25774785	25779871	57.342701	80.242004	90.582855
ENSONIG00000030965	-	LG15	-	25788500	25789516	0.000000	0.000000	0.000000
ENSONIG00000018837	pak6b	LG15	+	25808776	25822682	18.104870	25.334888	28.599817
ENSONIG00000021261	myh6	LG15	+	25827973	25833777	0.000000	0.000000	0.000000
ENSONIG00000029544	-	LG15	-	25832587	25833716	0.000000	0.000000	0.000000
ENSONIG00000042210	INAFM2	LG15	+	25835537	25836909	9.877960	13.822637	15.603971
ENSONIG00000030639	-	LG15	-	25838596	25846166	0.000000	0.000000	0.000000
ENSONIG00000038327	-	LG15	+	25864766	25868056	0.000000	0.000000	0.000000
ENSONIG00000021262	zbtb1	LG15	-	25888725	25895630	3.810735	5.332519	6.019724
ENSONIG00000042861	zbtb25	LG15	+	25895651	25900920	0.000000	0.000000	0.000000
ENSONIG00000033205	oni-mir-203a-2	LG15	+	25955459	25955517	2.067797	2.893553	3.266448
ENSONIG00000040036	oni-mir-203a-2	LG15	+	25963243	25963301	2.644068	3.699953	4.176769
ENSONIG00000018840	-	LG15	+	25979130	25989835	6.414734	12.028706	13.578855
ENSONIG00000030224	-	LG15	+	26000911	26023909	0.000000	0.000000	0.000000
ENSONIG00000041083	-	LG15	-	26006044	26008218	0.000000	0.000000	0.000000
ENSONIG00000033097	-	LG15	+	26007685	26009107	0.000000	0.000000	0.000000
ENSONIG00000030533	-	LG15	-	26018345	26019814	0.000000	0.000000	0.000000
ENSONIG00000033376	-	LG15	+	26027188	26029471	6.976405	9.762370	11.020455
ENSONIG00000018850	-	LG15	-	26068234	26076512	8.579861	14.367474	16.219021
ENSONIG00000028114	-	LG15	+	26130824	26133811	0.000000	0.000000	0.000000
ENSONIG00000019022	-	LG15	-	26143768	26336790	0.000000	0.000000	0.000000
ENSONIG00000037576	-	LG15	+	26194077	26195980	0.000000	0.000000	0.000000
ENSONIG00000019014	MARK3	LG15	+	26230640	26239607	14.679774	32.034027	36.162285
ENSONIG00000019017	-	LG15	+	26271471	26277209	0.000000	0.000000	0.000000
ENSONIG00000019019	-	LG15	+	26292490	26293766	0.000000	0.000000	0.000000
ENSONIG00000019020	CKB	LG15	-	26293494	26305209	3.413758	5.441098	6.142296
ENSONIG00000020147	prph2lb	LG15	-	26317451	26322864	0.000000	0.000000	0.000000
ENSONIG00000037245	-	LG15	+	26363575	26365974	0.000000	0.000000	0.000000
ENSONIG00000019024	cdc42bpb	LG15	+	26380390	26400058	12.849643	20.392168	23.020124
ENSONIG00000021182	-	LG15	-	26404889	26406953	1.200189	1.679474	1.895909
ENSONIG00000019030	vipas39	LG15	-	26410308	26418295	14.792804	21.267487	24.008245
ENSONIG00000019032	-	LG15	+	26426991	26427731	0.000000	0.000000	0.000000
ENSONIG00000038430	-	LG15	+	26427278	26450777	0.000000	0.000000	0.000000
ENSONIG00000043137	-	LG15	-	26433389	26435332	0.000000	0.000000	0.000000
ENSONIG00000027141	-	LG15	-	26437233	26438781	0.000000	0.000000	0.000000
ENSONIG00000034277	-	LG15	-	26459666	26461507	0.000000	0.000000	0.000000
ENSONIG00000030874	-	LG15	+	26466021	26467637	0.000000	0.000000	0.000000
ENSONIG00000042430	-	LG15	+	26602948	26604558	0.000000	0.000000	0.000000
ENSONIG00000032571	-	LG15	-	26609227	26610977	0.000000	0.000000	0.000000
ENSONIG00000005211	-	LG15	-	26642304	26645147	0.000000	0.000000	0.000000
ENSONIG00000029458	-	LG15	-	26662764	26665869	0.000000	0.000000	0.000000
ENSONIG00000034633	-	LG15	+	26746314	26758982	0.000000	0.000000	0.000000
ENSONIG00000031702	-	LG15	+	26784357	26856601	0.000000	0.000000	0.000000
ENSONIG00000043019	-	LG15	+	26872124	26873941	8.393174	11.744914	13.258491
ENSONIG00000027315	5_8S_rRNA	LG15	+	26874476	26874629	0.000000	0.000000	0.000000
ENSONIG00000000227	ubr7	LG15	-	26896961	26912202	17.711258	28.225855	31.863344
