GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
378706	7.02e-01	4.31e-01	0.4715	-0.7873809	-0.3712831	538.41	RN7SL2	RNA component of signal recognition particle 7SL2
84190	7.02e-01	4.31e-01	0.1351	0.7866743	0.1062552	110.84	METTL25	methyltransferase like 25
101730217	7.02e-01	4.31e-01	0.1761	-0.7866829	-0.1385409	763.86	SPECC1L-ADORA2A	SPECC1L-ADORA2A readthrough (NMD candidate)
8850	7.02e-01	4.32e-01	0.5774	0.7864668	0.4540717	409.43	KAT2B	lysine acetyltransferase 2B
80195	7.02e-01	4.32e-01	0.1988	0.7864708	0.1563821	510.64	TMEM254	transmembrane protein 254
5336	7.02e-01	4.32e-01	0.1728	0.7864369	0.1359353	811.52	PLCG2	phospholipase C gamma 2
10723	7.02e-01	4.32e-01	0.2073	-0.7861906	-0.1629784	3065.37	SLC12A7	solute carrier family 12 member 7
5457	7.02e-01	4.32e-01	1.0508	0.7862135	0.8261404	16.67	POU4F1	POU class 4 homeobox 1
442898	7.02e-01	4.32e-01	0.2026	0.7862733	0.159274	63.69	MIR324	microRNA 324
439994	7.03e-01	4.32e-01	0.1905	-0.7855558	-0.1496814	330.51	LINC00863	long intergenic non-protein coding RNA 863
100506334	7.03e-01	4.32e-01	0.6391	-0.7856168	-0.5021233	84.21	LINC00649	long intergenic non-protein coding RNA 649
54843	7.03e-01	4.32e-01	0.8919	-0.7853587	-0.7004846	2201.69	SYTL2	synaptotagmin like 2
100847042	7.03e-01	4.32e-01	0.994	0.7853506	0.7806277	18.12	MIR5572	microRNA 5572
105379028	7.03e-01	4.32e-01	0.2884	-0.7852761	-0.226436	26.84	LOC105379028	uncharacterized LOC105379028
9341	7.03e-01	4.32e-01	0.3126	0.7851233	0.2454547	2408.76	VAMP3	vesicle associated membrane protein 3
100302185	7.03e-01	4.32e-01	0.4292	-0.7850571	-0.3369744	28.69	MIR1204	microRNA 1204
253959	7.03e-01	4.32e-01	0.2517	0.7851488	0.1976387	750.21	RALGAPA1	Ral GTPase activating protein catalytic subunit alpha 1
285521	7.03e-01	4.33e-01	0.0821	0.7844577	0.0644329	381.75	COX18	cytochrome c oxidase assembly factor COX18
7005	7.03e-01	4.33e-01	0.1155	-0.7845026	-0.0906321	1245.11	TEAD3	TEA domain transcription factor 3
9839	7.04e-01	4.33e-01	0.6808	-0.7838231	-0.5336486	91.39	ZEB2	zinc finger E-box binding homeobox 2
5289	7.04e-01	4.33e-01	0.2282	-0.7837078	-0.1788466	1407.73	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3
3785	7.04e-01	4.33e-01	0.2076	-0.7837352	-0.1627053	2315.19	KCNQ2	potassium voltage-gated channel subfamily Q member 2
6164	7.04e-01	4.33e-01	0.0846	-0.7834438	-0.0662948	13515.32	RPL34	ribosomal protein L34
107984826	7.04e-01	4.33e-01	0.5809	0.7834055	0.4550948	12.22	LOC107984826	
324	7.04e-01	4.34e-01	0.2252	0.7829474	0.1763293	1574.45	APC	APC regulator of WNT signaling pathway
105378235	7.04e-01	4.34e-01	0.3494	0.7830153	0.2735683	12.1	ATOX1-AS1	ATOX1 antisense RNA 1
406	7.04e-01	4.34e-01	0.6412	-0.7830987	-0.5021435	218.63	BMAL1	basic helix-loop-helix ARNT like 1
27112	7.04e-01	4.34e-01	0.5308	-0.782988	-0.4155843	454.22	NALF2	NALCN channel auxiliary factor 2
8503	7.04e-01	4.34e-01	0.0575	-0.782661	-0.0450387	960.39	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
90668	7.04e-01	4.34e-01	0.4341	0.7826476	0.3397131	53.7	CARMIL3	capping protein regulator and myosin 1 linker 3
51714	7.04e-01	4.34e-01	0.1893	-0.7824528	-0.1481388	2091.06	SELENOT	selenoprotein T
56995	7.04e-01	4.34e-01	0.246	-0.7822566	-0.1924158	915.47	TULP4	TUB like protein 4
7767	7.04e-01	4.34e-01	0.1682	-0.7822773	-0.1315586	361.2	ZNF224	zinc finger protein 224
101928895	7.04e-01	4.34e-01	0.2178	0.7819924	0.1703456	95.87	LINC01786	long intergenic non-protein coding RNA 1786
8574	7.04e-01	4.34e-01	0.2012	-0.7819759	-0.157336	2318.12	AKR7A2	aldo-keto reductase family 7 member A2
9021	7.04e-01	4.34e-01	0.3601	0.7818144	0.2814993	910.75	SOCS3	suppressor of cytokine signaling 3
5589	7.04e-01	4.34e-01	0.2146	-0.7818949	-0.1677862	10482.76	PRKCSH	protein kinase C substrate 80K-H
8552	7.04e-01	4.34e-01	0.3844	0.7818429	0.3005187	45.52	INE1	inactivation escape 1
100616393	7.05e-01	4.34e-01	0.4391	0.7815425	0.3431736	12.21	MIR4657	microRNA 4657
7351	7.05e-01	4.34e-01	0.2064	-0.7815787	-0.1613356	941.87	UCP2	uncoupling protein 2
85403	7.05e-01	4.35e-01	0.1989	0.7811796	0.1553618	1517.82	EAF1	ELL associated factor 1
285598	7.05e-01	4.35e-01	0.5202	0.7811425	0.4063267	693.42	ARL10	ADP ribosylation factor like GTPase 10
54621	7.05e-01	4.35e-01	0.3146	0.7812222	0.245764	1248.78	VSIG10	V-set and immunoglobulin domain containing 10
100505549	7.05e-01	4.35e-01	0.2744	-0.7812679	-0.2144016	181.2	ATP8B1-AS1	ATP8B1 antisense RNA 1
57661	7.05e-01	4.35e-01	0.1123	-0.7810463	-0.0877378	3363.54	PHRF1	PHD and ring finger domains 1
26227	7.05e-01	4.35e-01	0.6572	0.7809273	0.513192	928.16	PHGDH	phosphoglycerate dehydrogenase
100131205	7.05e-01	4.35e-01	0.096	-0.7808018	-0.0749224	421.92	RPL21P28	ribosomal protein L21 pseudogene 28
8729	7.05e-01	4.35e-01	0.1489	-0.7807691	-0.1162682	6069.05	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1
100507173	7.05e-01	4.35e-01	1.3384	0.7806928	1.0449025	36.14	LINC01012	long intergenic non-protein coding RNA 1012
11093	7.05e-01	4.35e-01	0.2976	-0.7804635	-0.2322527	390.28	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13
112441434	7.05e-01	4.35e-01	0.5296	0.7802976	0.413238	60.67	SHLD3	shieldin complex subunit 3
51389	7.05e-01	4.35e-01	0.1904	-0.7799855	-0.1485124	1178.95	RWDD1	RWD domain containing 1
653483	7.05e-01	4.35e-01	0.8213	-0.7799727	-0.6405969	10.33	AFDN-DT	AFDN divergent transcript
5520	7.05e-01	4.35e-01	0.0748	0.7800329	0.058339	1584.41	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha
221061	7.05e-01	4.35e-01	0.5219	-0.7799483	-0.4070911	2417.57	FAM171A1	family with sequence similarity 171 member A1
107984298	7.05e-01	4.35e-01	0.2747	0.7800627	0.2142824	40.85	LOC107984298	
109623452	7.05e-01	4.35e-01	0.5998	-0.7801311	-0.4679573	14.91	SNORD159	small nucleolar RNA, C/D box 159
284618	7.06e-01	4.36e-01	0.1108	-0.7792114	-0.0863579	1556.93	RUSC1-AS1	RUSC1 antisense RNA 1
2059	7.06e-01	4.36e-01	0.7517	-0.7791503	-0.5856992	46.73	EPS8	epidermal growth factor receptor pathway substrate 8
80184	7.06e-01	4.36e-01	0.1342	0.7790822	0.1045358	594.06	CEP290	centrosomal protein 290
80264	7.06e-01	4.36e-01	0.1424	-0.779095	-0.1109058	171.86	ZNF430	zinc finger protein 430
146512	7.06e-01	4.36e-01	0.7274	0.7789535	0.566579	13.52	FLJ30679	uncharacterized protein FLJ30679
57149	7.06e-01	4.36e-01	0.1021	-0.7788769	-0.0795024	519.04	LYRM1	LYR motif containing 1
105376810	7.06e-01	4.36e-01	0.2544	-0.7787037	-0.1981233	21.6	LOC105376810	uncharacterized LOC105376810
56252	7.06e-01	4.36e-01	0.1472	-0.7787597	-0.1146072	4314.66	YLPM1	YLP motif containing 1
9752	7.06e-01	4.36e-01	0.5257	-0.7785657	-0.4092957	93.9	PCDHA9	protocadherin alpha 9
10239	7.06e-01	4.36e-01	0.1462	-0.778492	-0.1138077	871.77	AP3S2	adaptor related protein complex 3 subunit sigma 2
26040	7.06e-01	4.36e-01	1.2554	-0.7785392	-0.9773619	32.27	SETBP1	SET binding protein 1
54946	7.06e-01	4.36e-01	0.1842	-0.7783186	-0.1433931	1608	SLC41A3	solute carrier family 41 member 3
130074	7.06e-01	4.37e-01	0.1192	0.7777329	0.0927332	3729.88	FAM168B	family with sequence similarity 168 member B
112268238	7.06e-01	4.37e-01	0.5521	-0.7773711	-0.4292031	306.9	LOC112268238	replaced by ID 554313
10643	7.06e-01	4.37e-01	0.3549	0.7772525	0.2758798	2662.78	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3
1355	7.06e-01	4.37e-01	0.2437	-0.7772942	-0.1894508	2334.08	COX15	cytochrome c oxidase assembly homolog COX15
90861	7.06e-01	4.37e-01	0.0531	0.7774824	0.0412791	4053.43	JPT2	Jupiter microtubule associated homolog 2
10328	7.06e-01	4.37e-01	0.0876	0.777535	0.0681454	1652.38	EMC8	ER membrane protein complex subunit 8
654434	7.06e-01	4.37e-01	0.2686	0.7772282	0.2087517	371.14	SNHG20	small nucleolar RNA host gene 20
7337	7.06e-01	4.37e-01	0.0683	0.7770478	0.0530575	2554.35	UBE3A	ubiquitin protein ligase E3A
729978	7.06e-01	4.37e-01	0.4646	-0.7771468	-0.3610614	110.65	NPIPB2	nuclear pore complex interacting protein family member B2
1591	7.06e-01	4.37e-01	0.9129	-0.7770227	-0.709337	12.97	CYP24A1	cytochrome P450 family 24 subfamily A member 1
23247	7.07e-01	4.38e-01	0.1719	-0.7763075	-0.1334167	1089.82	KATNIP	katanin interacting protein
81621	7.07e-01	4.38e-01	0.5165	-0.776232	-0.4009014	125.9	KAZALD1	Kazal type serine peptidase inhibitor domain 1
64969	7.07e-01	4.38e-01	0.0737	0.7759449	0.0571578	3484.95	MRPS5	mitochondrial ribosomal protein S5
89848	7.07e-01	4.38e-01	0.2297	-0.776009	-0.1782679	1299.07	FCHSD1	FCH and double SH3 domains 1
5111	7.07e-01	4.38e-01	0.1221	0.7760476	0.0947657	5498.67	PCNA	proliferating cell nuclear antigen
10985	7.07e-01	4.38e-01	0.161	-0.7758208	-0.1249181	9762.54	GCN1	GCN1 activator of EIF2AK4
400999	7.07e-01	4.38e-01	0.6186	-0.7755458	-0.4797419	11.83	SLC20A1-DT	SLC20A1 divergent transcript
123036	7.07e-01	4.38e-01	1.4206	-0.7756121	-1.1018188	22.11	TC2N	tandem C2 domains, nuclear
113829	7.08e-01	4.38e-01	0.0554	0.7751726	0.0429324	4200.73	SLC35A4	solute carrier family 35 member A4
60529	7.08e-01	4.38e-01	1.2676	-0.7752142	-0.9826291	47.22	ALX4	ALX homeobox 4
10540	7.08e-01	4.38e-01	0.2165	-0.7750191	-0.1677634	6158.77	DCTN2	dynactin subunit 2
5718	7.08e-01	4.38e-01	0.2203	0.7749252	0.1707313	2469.13	PSMD12	proteasome 26S subunit, non-ATPase 12
4580	7.08e-01	4.38e-01	0.17	0.7747844	0.1317142	1990.56	MTX1	metaxin 1
353274	7.08e-01	4.39e-01	0.1109	0.7744474	0.085923	978.04	ZNF445	zinc finger protein 445
64328	7.08e-01	4.39e-01	0.1364	0.7744205	0.1056182	1096.03	XPO4	exportin 4
55741	7.08e-01	4.39e-01	0.3332	-0.7743348	-0.2580056	674.12	EDEM2	ER degradation enhancing alpha-mannosidase like protein 2
4548	7.08e-01	4.39e-01	0.2365	0.7741177	0.1831165	2032.84	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase
389458	7.08e-01	4.39e-01	0.7448	0.7740896	0.5765176	18.25	RBAKDN	RBAK downstream neighbor
51292	7.08e-01	4.39e-01	0.1481	0.7740482	0.1146743	1982.26	GMPR2	guanosine monophosphate reductase 2
107985355	7.08e-01	4.39e-01	0.3201	-0.7738215	-0.2476851	14.72	LOC107985355	uncharacterized LOC107985355
100507291	7.08e-01	4.39e-01	0.1783	0.7738458	0.1379748	108.69	COPB2-DT	COPB2 divergent transcript
15	7.08e-01	4.39e-01	0.2922	0.7738783	0.2261081	23.97	AANAT	aralkylamine N-acetyltransferase
102724748	7.08e-01	4.39e-01	0.1918	-0.7735421	-0.1483303	252.71	LOC102724748	
9900	7.08e-01	4.39e-01	1.8224	0.7733313	1.4092852	1441.83	SV2A	synaptic vesicle glycoprotein 2A
54556	7.09e-01	4.40e-01	0.3871	0.7724885	0.29902	305.81	ING3	inhibitor of growth family member 3
80762	7.09e-01	4.40e-01	0.0648	0.7722329	0.0500387	3161.72	NDFIP1	Nedd4 family interacting protein 1
64795	7.10e-01	4.40e-01	0.3428	-0.7717812	-0.2645871	1583.62	RMND5A	required for meiotic nuclear division 5 homolog A
201266	7.10e-01	4.40e-01	0.2158	-0.7717295	-0.1665279	731.02	SLC39A11	solute carrier family 39 member 11
10899	7.10e-01	4.40e-01	0.1531	-0.771463	-0.118089	3339.91	JTB	jumping translocation breakpoint
9265	7.10e-01	4.41e-01	0.7392	-0.7712659	-0.5701454	6645.85	CYTH3	cytohesin 3
54518	7.10e-01	4.41e-01	1.5807	-0.7712476	-1.2191196	36.24	APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein
60314	7.10e-01	4.41e-01	0.1204	0.7713447	0.0928423	1955.77	MYG1	MYG1 exonuclease
105370947	7.10e-01	4.41e-01	0.3942	0.7713017	0.3040851	82.07	LOC105370947	uncharacterized LOC105370947
5277	7.10e-01	4.40e-01	0.3118	0.7715115	0.2405573	92.59	PIGA	phosphatidylinositol glycan anchor biosynthesis class A
101928415	7.10e-01	4.41e-01	0.5166	-0.7713265	-0.3984792	55.47	LOC101928415	uncharacterized LOC101928415
2743	7.10e-01	4.41e-01	0.3178	0.7709798	0.2450022	483.7	GLRB	glycine receptor beta
22841	7.10e-01	4.41e-01	0.1972	0.7704319	0.1519142	447.67	RAB11FIP2	RAB11 family interacting protein 2
100507472	7.10e-01	4.41e-01	1.0484	-0.7704294	-0.807746	19.1	LOC100507472	uncharacterized LOC100507472
26018	7.10e-01	4.41e-01	1.0502	-0.7703006	-0.8089448	1629.46	LRIG1	leucine rich repeats and immunoglobulin like domains 1
222236	7.10e-01	4.41e-01	0.1524	-0.7702727	-0.1174047	386.1	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D
105369748	7.11e-01	4.41e-01	0.3022	0.7698566	0.232614	64.01	RPAP3-DT	RPAP3 divergent transcript
10919	7.11e-01	4.41e-01	0.2027	-0.7696908	-0.1559831	2270.32	EHMT2	euchromatic histone lysine methyltransferase 2
57692	7.11e-01	4.41e-01	0.101	0.7697365	0.0777384	526.75	MAGEE1	MAGE family member E1
653784	7.11e-01	4.42e-01	0.4135	-0.7693805	-0.3181234	2214.93	MZT2A	mitotic spindle organizing protein 2A
3842	7.11e-01	4.42e-01	0.2909	0.7694566	0.2238486	4616.61	TNPO1	transportin 1
55697	7.11e-01	4.42e-01	0.1658	-0.7693901	-0.1275801	2344.08	VAC14	VAC14 component of PIKFYVE complex
55663	7.11e-01	4.42e-01	0.2533	0.7695172	0.19492	646.4	ZNF446	zinc finger protein 446
57642	7.11e-01	4.42e-01	0.3854	-0.7693508	-0.2965378	38.1	COL20A1	collagen type XX alpha 1 chain
105379036	7.11e-01	4.42e-01	1.386	-0.7691145	-1.0659555	14.95	LINC02122	long intergenic non-protein coding RNA 2122
645073	7.11e-01	4.42e-01	0.7824	0.7690182	0.6016656	15.1	GAGE12G	G antigen 12G
6586	7.11e-01	4.42e-01	1.5672	-0.7689481	-1.2051103	2587.35	SLIT3	slit guidance ligand 3
149095	7.11e-01	4.42e-01	0.2393	0.7687145	0.1839812	34.58	DCST1	DC-STAMP domain containing 1
197342	7.11e-01	4.42e-01	0.1813	0.7685825	0.139379	371.89	EME2	essential meiotic structure-specific endonuclease subunit 2
105379499	7.11e-01	4.42e-01	0.9052	0.7686843	0.6958453	14.59	LOC105379499	uncharacterized LOC105379499
5358	7.11e-01	4.42e-01	0.4107	-0.7686456	-0.3156698	4613.14	PLS3	plastin 3
100272228	7.11e-01	4.42e-01	0.2183	-0.7687211	-0.1678401	143.81	EOLA2-DT	EOLA2 divergent transcript
84220	7.11e-01	4.42e-01	0.21	-0.7684498	-0.1613777	749.89	RGPD5	RANBP2 like and GRIP domain containing 5
727978	7.11e-01	4.43e-01	0.413	0.7678148	0.3171192	16.9	LOC727978	
387978	7.11e-01	4.43e-01	1.0488	-0.767834	-0.8053353	1141.25	LINC01551	long intergenic non-protein coding RNA 1551
55023	7.11e-01	4.43e-01	0.1881	0.7676421	0.1443634	871.92	PHIP	pleckstrin homology domain interacting protein
54707	7.12e-01	4.43e-01	0.1567	-0.7675341	-0.1202647	1352.05	GPN2	GPN-loop GTPase 2
56987	7.12e-01	4.43e-01	0.4596	0.7671918	0.3526352	1637.81	BBX	BBX high mobility group box domain containing
100422885	7.12e-01	4.43e-01	0.3179	0.7671693	0.2438702	158.21	MIR1244-2	microRNA 1244-2
148103	7.12e-01	4.43e-01	0.2038	0.7668928	0.1563167	164.5	ZNF599	zinc finger protein 599
100422860	7.12e-01	4.43e-01	0.5263	0.7667448	0.4035393	23.28	MIR4292	microRNA 4292
110806272	7.12e-01	4.43e-01	0.3639	0.766654	0.2790025	179.89	BTG3-AS1	BTG3 antisense RNA 1
54681	7.12e-01	4.43e-01	0.4465	-0.7665618	-0.3422964	1447.82	P4HTM	prolyl 4-hydroxylase, transmembrane
26226	7.12e-01	4.44e-01	0.2972	0.7661977	0.2276935	27.22	FBXW4P1	F-box and WD repeat domain containing 4 pseudogene 1
28974	7.12e-01	4.44e-01	0.0806	0.7660988	0.0617594	4778.62	C19orf53	chromosome 19 open reading frame 53
55830	7.12e-01	4.44e-01	0.1427	0.7659744	0.1093016	2808.66	GLT8D1	glycosyltransferase 8 domain containing 1
11275	7.13e-01	4.44e-01	0.1249	-0.7657399	-0.0956123	759.23	KLHL2	kelch like family member 2
5868	7.13e-01	4.44e-01	0.0711	0.765638	0.0544118	1357.02	RAB5A	RAB5A, member RAS oncogene family
3780	7.13e-01	4.44e-01	0.1857	-0.7655347	-0.1421248	758.2	KCNN1	potassium calcium-activated channel subfamily N member 1
55672	7.13e-01	4.44e-01	0.112	-0.7651297	-0.0857221	951.08	NBPF1	NBPF member 1
22920	7.13e-01	4.44e-01	0.1708	-0.7651801	-0.1306672	733.25	KIFAP3	kinesin associated protein 3
102723849	7.13e-01	4.44e-01	0.25	0.7651882	0.1912613	18.21	SPDYE17	speedy/RINGO cell cycle regulator family member E17
100302156	7.13e-01	4.44e-01	0.4125	-0.7649175	-0.3155061	8.98	MIR1229	microRNA 1229
64288	7.13e-01	4.44e-01	0.4685	-0.7646859	-0.3582625	254	ZSCAN31	zinc finger and SCAN domain containing 31
123169	7.13e-01	4.44e-01	0.2866	-0.7647004	-0.2191365	1870.61	LEO1	LEO1 homolog, Paf1/RNA polymerase II complex component
5924	7.13e-01	4.45e-01	0.6536	-0.7645366	-0.4997235	17.23	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2
79740	7.13e-01	4.45e-01	0.4451	0.7641305	0.340078	29.43	ZBBX	zinc finger B-box domain containing
10525	7.13e-01	4.45e-01	0.1451	0.7641253	0.1108818	7625.85	HYOU1	hypoxia up-regulated 1
7064	7.13e-01	4.45e-01	0.2035	0.7641384	0.1554953	4305.63	THOP1	thimet oligopeptidase 1
202051	7.13e-01	4.45e-01	0.5869	0.7639521	0.4483899	228.69	SPATA24	spermatogenesis associated 24
283337	7.13e-01	4.45e-01	0.2747	-0.7638899	-0.209826	1522.57	ZNF740	zinc finger protein 740
6874	7.13e-01	4.45e-01	0.1388	0.7638993	0.106062	824.31	TAF4	TATA-box binding protein associated factor 4
102724889	7.13e-01	4.45e-01	0.3438	-0.763786	-0.2625898	12.93	LOC102724889	
105378179	7.14e-01	4.45e-01	0.3995	-0.7631052	-0.3048697	612.05	LOC105378179	uncharacterized LOC105378179
7480	7.14e-01	4.46e-01	0.7112	0.7626166	0.5424024	361.36	WNT10B	Wnt family member 10B
26160	7.14e-01	4.46e-01	0.4508	-0.7625438	-0.3437788	342.84	IFT172	intraflagellar transport 172
100506639	7.14e-01	4.46e-01	0.2802	0.7624621	0.2136639	115.7	LOC100506639	uncharacterized LOC100506639
105374608	7.15e-01	4.46e-01	0.3105	0.7621307	0.2366097	13.46	LOC105374608	uncharacterized LOC105374608
59285	7.15e-01	4.46e-01	1.5935	-0.7620519	-1.2142978	110.49	CACNG6	calcium voltage-gated channel auxiliary subunit gamma 6
472	7.15e-01	4.46e-01	0.1235	-0.7618609	-0.0941232	1962.96	ATM	ATM serine/threonine kinase
6016	7.15e-01	4.46e-01	0.109	0.7617691	0.0830612	955.66	RIT1	Ras like without CAAX 1
627	7.15e-01	4.46e-01	0.7643	-0.7616605	-0.5821142	71.48	BDNF	brain derived neurotrophic factor
22863	7.15e-01	4.46e-01	0.4776	0.7616592	0.3637621	1106.95	ATG14	autophagy related 14
1500	7.15e-01	4.46e-01	0.3601	-0.761448	-0.2742052	6562.25	CTNND1	catenin delta 1
102465668	7.15e-01	4.47e-01	0.3775	0.7612104	0.2873828	19.1	MIR7111	microRNA 7111
254531	7.15e-01	4.47e-01	0.3	0.7612582	0.2283908	1776.03	LPCAT4	lysophosphatidylcholine acyltransferase 4
4591	7.15e-01	4.47e-01	0.4128	0.7612221	0.314204	3154.18	TRIM37	tripartite motif containing 37
117177	7.15e-01	4.47e-01	0.4007	0.7606902	0.3047757	645.39	RAB3IP	RAB3A interacting protein
1185	7.16e-01	4.47e-01	0.1077	-0.7604324	-0.0819323	654.78	CLCN6	chloride voltage-gated channel 6
22826	7.16e-01	4.47e-01	0.1276	0.7603738	0.0970106	5351.67	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8
22953	7.16e-01	4.47e-01	0.733	0.7601054	0.5571343	54.49	P2RX2	purinergic receptor P2X 2
117246	7.16e-01	4.47e-01	0.245	0.7599127	0.186199	6736.15	FTSJ3	FtsJ RNA 2'-O-methyltransferase 3
93643	7.16e-01	4.47e-01	0.0694	0.7598417	0.0527606	1862.66	TJAP1	tight junction associated protein 1
101927401	7.16e-01	4.47e-01	0.234	-0.7597381	-0.1777795	45.27	LOC101927401	uncharacterized LOC101927401
55284	7.16e-01	4.48e-01	0.1317	0.7594932	0.1000337	368	UBE2W	ubiquitin conjugating enzyme E2 W
8467	7.16e-01	4.48e-01	0.328	0.7594128	0.2490512	4531.6	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
9094	7.16e-01	4.48e-01	0.1146	-0.759345	-0.0870487	1635.65	UNC119	unc-119 lipid binding chaperone
10456	7.16e-01	4.48e-01	0.1862	-0.7590822	-0.1413741	3903.3	HAX1	HCLS1 associated protein X-1
51014	7.16e-01	4.48e-01	0.1884	-0.759137	-0.1430474	709.53	TMED7	transmembrane p24 trafficking protein 7
126133	7.16e-01	4.48e-01	0.3583	0.7591898	0.2720362	1097.39	ALDH16A1	aldehyde dehydrogenase 16 family member A1
114625	7.16e-01	4.48e-01	0.1377	-0.7589489	-0.1045148	908.33	ERMAP	erythroblast membrane associated protein (Scianna blood group)
11107	7.16e-01	4.48e-01	0.116	0.7588309	0.088028	284.9	PRDM5	PR/SET domain 5
64427	7.16e-01	4.48e-01	0.0672	0.7585419	0.0509598	917.1	TTC31	tetratricopeptide repeat domain 31
6229	7.16e-01	4.48e-01	0.1624	-0.7585698	-0.1231914	30672.12	RPS24	ribosomal protein S24
105370353	7.16e-01	4.48e-01	1.0544	0.7586717	0.7999476	24.83	LOC105370353	uncharacterized LOC105370353
79665	7.16e-01	4.48e-01	0.3569	0.7584445	0.2706784	2329.64	DHX40	DEAH-box helicase 40
11151	7.17e-01	4.48e-01	0.2449	-0.7582782	-0.1856679	894.59	CORO1A	coronin 1A
56970	7.17e-01	4.48e-01	0.2817	0.7579559	0.2135112	4318.36	ATXN7L3	ataxin 7 like 3
84823	7.17e-01	4.49e-01	0.0836	-0.7577771	-0.0633695	8168.92	LMNB2	lamin B2
10005	7.17e-01	4.49e-01	0.3664	-0.7576217	-0.2776055	506.04	ACOT8	acyl-CoA thioesterase 8
79695	7.17e-01	4.49e-01	0.4215	-0.7574019	-0.3192434	629.69	GALNT12	polypeptide N-acetylgalactosaminyltransferase 12
442421	7.17e-01	4.49e-01	0.6409	0.756989	0.4851553	18.99	PTGER4P2-CDK2AP2P2	PTGER4P2-CDK2AP2P2 readthrough, transcribed pseudogene
728975	7.17e-01	4.49e-01	0.1336	0.7568715	0.1011557	623.62	CAPN1-AS1	CAPN1 antisense RNA 1
84527	7.17e-01	4.49e-01	0.6602	0.7568395	0.4996453	298.12	ZNF559	zinc finger protein 559
23099	7.18e-01	4.49e-01	0.1193	-0.7564586	-0.0902273	611.8	ZBTB43	zinc finger and BTB domain containing 43
55003	7.18e-01	4.49e-01	0.2142	0.756311	0.1619938	1341.72	PAK1IP1	PAK1 interacting protein 1
55298	7.18e-01	4.50e-01	0.2158	0.756191	0.1631501	852.77	RNF121	ring finger protein 121
9683	7.18e-01	4.50e-01	0.0558	0.7561855	0.0421636	1815.35	N4BP1	NEDD4 binding protein 1
78991	7.18e-01	4.50e-01	0.1036	0.7559303	0.0783108	594.49	PCYOX1L	prenylcysteine oxidase 1 like
863	7.18e-01	4.50e-01	0.4581	-0.7559735	-0.3463147	259.62	CBFA2T3	CBFA2/RUNX1 partner transcriptional co-repressor 3
84553	7.18e-01	4.50e-01	0.629	0.7558139	0.4754167	357.72	FAXC	failed axon connections homolog, metaxin like GST domain containing
10827	7.18e-01	4.50e-01	0.1504	0.7556575	0.1136574	889.76	FAM114A2	family with sequence similarity 114 member A2
65217	7.18e-01	4.50e-01	1.3809	0.7556686	1.0435319	26.3	PCDH15	protocadherin related 15
65265	7.18e-01	4.50e-01	0.1165	-0.7553436	-0.0879764	3211.03	C8orf33	chromosome 8 open reading frame 33
9744	7.19e-01	4.50e-01	0.649	0.7547989	0.4898695	1682.27	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1
339456	7.19e-01	4.51e-01	0.7128	0.7543141	0.5376894	59.4	TMEM52	transmembrane protein 52
1429	7.19e-01	4.51e-01	0.1677	-0.7543654	-0.1265236	1999.16	CRYZ	crystallin zeta
23385	7.19e-01	4.51e-01	0.2001	-0.7543997	-0.1509651	6372.41	NCSTN	nicastrin
57639	7.19e-01	4.51e-01	0.4206	-0.7545708	-0.3173557	41.8	CCDC146	coiled-coil domain containing 146
26521	7.19e-01	4.51e-01	0.1187	0.7543635	0.0895432	2204.45	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B
1159	7.19e-01	4.51e-01	1.6409	0.754278	1.2377271	217.39	CKMT1B	creatine kinase, mitochondrial 1B
6324	7.19e-01	4.51e-01	0.3333	0.7542451	0.2513779	405.18	SCN1B	sodium voltage-gated channel beta subunit 1
554235	7.19e-01	4.51e-01	0.5704	-0.7540217	-0.4301188	27.77	ASPDH	aspartate dehydrogenase domain containing
11236	7.19e-01	4.51e-01	0.1787	-0.7536004	-0.1346426	626.86	RNF139	ring finger protein 139
144108	7.19e-01	4.51e-01	0.0978	-0.7535942	-0.0737359	871.42	SPTY2D1	SPT2 chromatin protein domain containing 1
64799	7.19e-01	4.51e-01	0.5674	0.7535056	0.4275332	117.69	IQCH	IQ motif containing H
4858	7.20e-01	4.51e-01	0.0903	-0.7531251	-0.0679926	630.11	NOVA2	NOVA alternative splicing regulator 2
780776	7.20e-01	4.52e-01	0.117	-0.7527081	-0.0881012	221.51	TVP23A	trans-golgi network vesicle protein 23 homolog A
163	7.20e-01	4.52e-01	0.1838	0.7523849	0.138285	16065.87	AP2B1	adaptor related protein complex 2 subunit beta 1
